question_id,member_id,question,type
40498,86661,And you know that rising air  is good for snow; descending air is bad.中間為什麼用;呢?,10
40289,86661,"When air runs into a mountain, it's forced to rise. And that rising air cools, and the moisture falls as snowflakes. as在這裡是什麼用法呢? ",9
37793,86661,It's a very sophisticated landscape that's been designed to extract  as many dollars from your wallet as possible. 我想詢問that's been designed 被動式嗎?他的that's =that has 嗎?,8
37144,86661,They are the  rocket fuel that keeps the people  on the ground helping people to freedom.這裡是keep+ving 而help+to v是這樣的嗎?,12
35578,86661,"In fact, it was a miracle that he survived that plane crash.這裡為什麼用兩個that 呢?",5
33594,86661,"In these next two years,  you're going to meet some of the best people you've ever met in your life. 後面是過去完成式嗎?",1
33550,86661,"And these clothes and toys and stuff... Hey, I had one of these! Maybe somebody would want them. 在這裡使用的是過去式嗎?",3
31689,86661,為什麼在這裡是用have been entrepreneurs 呢?,1
28622,86661,"youtube的影片看的到卻撥不出聲音時好時壞的但老師的聲音可以聽得到,請問是甚麼問題呢",14
59605,104718,請問一下，我查了drummed 單字，有不同的意思和詞性，請問這句要選哪一個呢？,9
18536,76854,原音中聽不到know吔⋯ is 也聽不清楚，是否有提供原音變慢的功能呢？,14
73086,84529,that make them easy to harvest是指這些昆蟲比較容易被人們捕捉嗎?,8
70187,84529,"請問rippling是修飾哪個句子呢?文法尚不太懂,謝謝指導",12
57041,84529,1.It's not like後面是否省略了that? 2. 這個have後面是加ing  可是好像比較常看到have加原型 這個文法我有點忘了 請指導一下 感謝,12
43924,84529,"if you walked into Starbucks in 1982, you wouldn't have been able to buy a cup of coffee 請問如果寫成 you wouldn't be able to buy a cup of coffee 意思上有何差異呢",13
41054,84529,I would have是本來要做而沒有做的假設式用法嗎?,13
41007,84529, sensibilities 中文不太懂? 聽解說還是不太懂,14
38200,84529, Manhattan 怎聽不出來他在講這個字? 是連音嗎?,14
35883,84529,A lot of people already know this 為何不用完成式呢?,1
34605,84529,Things to be aware of與 The things to be aware of 母語人士聽起來有什麼差別嗎? 下面的例子也是 warlike passions 與 the warlike passions 我不太清楚複數名詞前 何時該加或不該加the,14
26328,84529,if you want to be presenting in English.跟if you want to present in English 聽起來有什麼意思上的差異嗎?,14
14102,15312,影片中演講者在說...you're not just trying to find a job的時候，我好像聽不出他有講到not這個字，是連音的關係嗎？,14
11902,15312,請問為什麼我沒聽到know這個字？,14
109209,95082,請問句中 I've gotta work 24-7 為何要用完成式呢？ 感覺上是應該用I gotta work 24-7 就好 感謝 ,1
103601,95082,請問 filled to bursting中的bursting  在這句中詞性是什麼呢？ 因為在to 後面不是應該是原形動詞嗎？ 謝謝 ,9
70797,90964,......or you were fired at your last job .... 這裡的at 可以用on 或 in?,9
47147,90964,....some are harder than others.這裡的some是指一些人?或一些告別的事?這裡的中文翻譯不太懂? ,14
46798,90964,請問.....since impacted...這裡的since是當甚麼詞?副詞修飾impacted?或連接詞?,10
3501,53740,"Meanwhile, the richest two percent, they have more wealth than half of the rest of the world. 此句的翻譯從圖表上看應是指百分之二的富人擁有超過世界一半以上的財富，所以是不是用 they have more wealth than half of  the world.就好，如果加上rest of會不會在語義上可以被誤解為“世界上其他人所擁有的財富，然後再一半” 的意思？",14
3317,53740,"When I first came out here, I didn't realize it was a bag snatching, you know? 1很多影片中訴說人的發音在it was,it is,it's中其實我是分辨不太出來的，請問聽覺上分辨不出來是正常的嗎？還是我聽覺有問題？ 2最後的you know,老師們真的聽得出來嗎？ ",14
3280,53740,本篇是澳洲腔，我們若模仿他的發音會不會混淆我們本來要學的North American  English Accent ?,14
75320,96742,"請問在is後面可以接on嗎? Now, the wedding is on Saturday.",9
38439,92457,"judged是judge過去分詞,在這裡指""被""批評?",13
72045,68511,請問: 在這種情況為什麼要用過去式?  ...were afraid of was...,3
70795,68511,請問:後面這個形容詞子句可以改為現在式嗎? ...people come to your blog.,1
63584,68511,請問這裡ask為何要用過去式？,3
26585,68511,請問這裡為何用where 而不是when ?,5
26243,68511,這裡的 your 為何不是 Your ?,10
24018,68511,"I now weighed about 80 pounds.  請問: 既然是now, 為何要用過去式weighed ? ",3
19496,68511,"這篇文章好像有部份的片段的句子無法發音,請check, thanks!",14
80310,81478,look like的文法是否為動詞加形容詞呢,9
37742,81478,came down to 後為什麼是用wanting呢?,9
37738,81478, I want this so bad.這句話怎麼翻譯呢?這是口語還是正式用法呢?,14
26614,81478,Ole thought --&gt;聽起來應該事 Ole found?,14
25346,81478,What are things that they didn't like? What are things that they would improve?這兩句的that似乎影片中都沒發音，對嗎?,14
25115,81478,When cooking --&gt; 為什麼可以如此使用呢? ,12
49635,96346,"影片中So 與on any given day之間,有出現另一個字,但並未呈現出來?",9
12424,14211,"You're none of them, because you are all of them.  這邊是有省略發音嗎？",14
73814,75378,to the touch這邊應該是不定詞的用法?為什麼要加the? 謝謝老師,6
73809,75378,"a person standing on the front of the sled pouring water onto the sand是名詞子句,請問這句 standing pouring 為什麼是動名詞?這樣子句就沒動詞了. 另Also shown 的主詞是前一句的dipction還是其他主詞? 謝謝老師",7
73510,75378,"but stick out的 stick 為什麼不像Weighing just around one pound的Weighing 是動名詞,他和which are smooth to the touch, like bristles on a brush, 都是在講同一個主詞quills.謝謝老師",12
63793,75378,"請問taking為什麼是以現在分詞表達,而不像倒數後兩句的cut,fix 是原形動詞 謝謝老師",12
63772,75378,"When you're done, 這句是不是更正成When you've done才對 謝謝老師",8
63762,75378,請問roughly 與this size之前怎麼沒有介係詞? 還是 a circle(省略that is) roughly this size. 謝謝老師,9
51996,75378,請問這邊的come為什麼是動名詞? 謝謝老師,12
51958,75378,"請問這邊的 find out 後面為什麼直接接受詞about  為什麼不是直接接受詞 you 或是不是find out (the things which are) about you,省略括弧 謝謝老師 ",5
51468,75378,"這邊的whatever應該是當複合關係代名詞,其後面為什麼還有主詞的存在?  whatever it is we're going to do.的it 或 whatever we're going to do.的we 謝謝老師",5
50147,75378,"請問 to do what we want to do.是當副詞修飾 job,(因為沒有看到連接詞) 謝謝老師",10
49832,75378,"if假設用法,如果if子句是現在式,主要子句是未來式,這段的主要子句為什麼沒有看到未來式用法,還是這邊看成祈使句,他有未來的意義? 謝謝老師",4
49809,75378,"you ask this person  if they ""maybe wanna go out sometime?"" 請問這句的if是不是""不是使用假設用法"" 所以you ask仍是維持現在式,不是未來式 謝謝老師",4
49808,75378,"請問and當對等連接詞,這邊省略的主詞跟動詞是甚麼,還是因為後面是命令句,這邊有只有省略動詞? 謝謝老師",10
49807,75378,"請問but當對等連接詞,這一句but take it gracefully.看不見主詞,應該被省略掉, 請問原本主詞是甚麼?謝謝老師",10
36724,75378, is set a deadline for yourself.為什麼不是 is to set a deadline for yourself. 要怎麼判斷is後面的動詞是否要以不定詞方式呈現 謝謝老師,6
36656,75378, ask  her  out on a date. 是翻譯成 <邀請她出外約會>嗎? 謝謝老師,14
36636,75378,請問unflustered為什麼沒有加連接詞< and> ? 謝謝老師,10
36584,75378,"請問這邊的的imposed 是翻譯成< 把……強加於[（+on/upon）]>,作及物動詞用嗎 謝謝老師 ",14
35726,75378,chart another way.的三個詞性是名詞+形容詞+名詞. 是否chart another之前加入一個介係詞才正確? 還是本段的使用是正確的? 謝謝老師,9
35455,75378,這句可以改成 Do you need how much coverage ?嗎? 兩句有什麼小差別嗎?翻譯? 謝謝老師,14
35437,75378, but the cost of building materials and labor is always going up. 請問這句翻譯的時候是<但建材和勞工的成本永遠都往上升。> 而如果翻譯成   但建材的成本和勞工永遠都往上升?以and作為前後英文翻譯的區分 這樣翻有甚麼問題 謝謝老師,14
34759,75378,"and will live 15 to 20 years 這邊應該是將一般情況,為什麼會用到未來式? 謝謝老師",4
34747,75378,"請問這邊 to practice  是當不定詞嗎? 修飾前面的One of the most important parts of the presentation . 當這邊不定詞是當副詞修飾還是形容詞,亦或形容詞? 謝謝老師",6
34672,75378,"請問needy這邊翻譯成<呵護>,但是奇摩字典查不到?字典翻譯成<貧窮> 真的可以翻譯成這樣嗎? 謝謝老師",14
34610,75378," first to the domestic shorthair請問這邊的to是翻譯成 奇摩字典中介係詞的第五個解釋嗎? 趨於；（變）成，（變）到 另外 first to the domestic shorthair這邊的主詞貓被省略可以理解?但是動詞怎麼好像被省略看不到,如果有主詞與動詞,主詞是it,那動詞是is嗎? 謝謝老師",14
34603,75378,and hopefully will be left with something to think about請問主詞是The audience嗎? 可是這樣翻譯成 聽眾將希望被一些可以去思考的東西留下? 感覺不通?請問怎樣理解比較好 如果是 and hopefully (there) will be  something to think about left ?這樣意思一樣嗎? 謝謝老師,14
34217,75378," because they feel like people are judging them,  請問people後面為什麼是現在進行式呢? 謝謝老師",2
34202,75378,"or if they're wearing glasses,請問這邊為什麼要用進行式表達,而不是現在式呢? 謝謝老師",2
33285,75378,請問 that people are staring at them when they stand out 的that可以省略嗎? 謝謝老師,10
33241,75378,to relax 修飾前面的 there are all sorts of ways? 請問在文法上他是當甚麼祠還是片語(副詞?形容詞?) 謝謝老師,6
33217,75378,ourselves being successful? 請問這邊為什麼be以動名詞表示? 謝謝老師,12
32618,75378,"Like all of , 請問甚麼時候第一個字可以用原形動詞? 又什麼時候第一個字用動名詞,? 謝謝老師",9
32612,75378,後句的making是因為主詞跟前句一樣是The world's largest gummy bear嗎? 後句翻譯就是說它使自己等同1400個小熊軟糖嗎? 謝謝老師,14
32013,75378,"請問going into 與go to 的差別? going into是有進入的含意嗎? 謝謝老師,",9
31933,75378,請問avoid後面為什麼要加being? 可以去掉being 變成 so if you want to avoid without 嗎 ? 謝謝老師,9
30820,75378,請問這邊的like當甚麼詞? 謝謝老師,9
30807,75378, a real moment where 是不是應該改成 a real moment when 才對? 謝謝老師,5
30806,75378,"請問這邊的, being here, 文法應怎麼解釋? 省略掉了(and I am)? 謝謝老師",5
29928,75378,"would've 是would have,請問這邊是假設語氣的用法嗎? 謝謝老師",11
29919,75378,I know so many families that are not accepting.可替換成I know so many families that do not accept.嗎? 謝謝老師,2
29898,75378,請問play on翻譯成<【體】繼續比賽; 恢復比賽>? 對嗎? 謝謝老師,14
29895,75378," the bathroom I want,這邊為什麼可省略which? 謝謝老師",5
29890,75378,這邊的will是翻譯成<（表示經常性，習慣性）經常，慣於，總是>? 謝謝老師,14
29889,75378," it'll be okay.這邊回想過去,用未來式正確嗎? 謝謝老師",4
29884,75378,"your child is transgender為什麼your不是Your, 之前前面學的有些課程,有時引出一句話,第一個字是大寫 謝謝老師",10
28902,75378,If this is 為什麼不依後面的時態改成If this was? 謝謝老師,3
28133,75378,"work to come to 其中work是名詞,come前的to是介係詞(而加這個to是因為前面的expect), 這樣理解對嗎? 對expect與come中間出現,to不太能理解 謝謝老師 ",9
28027,75378,請問這邊的taking on為什麼是動名詞表示?是因為find後面要接動名詞嗎? 謝謝老師,12
28025,75378,請問這句的Plus詞性為什麼? 謝謝老師,10
22527,75378,"老師前面提到說這裡的above是當作副詞,那這邊from應是當介係詞,請問它的受詞在哪裡呢? 謝謝老師",9
22456,75378,which one of these do you think is the best這邊的動詞用is是要把 which one of these do you think 看成主詞嗎?請問do you think 在文法稱作名詞子句嗎? 謝謝老師,7
22454,75378,"請問應如何了解這一句my dad was pretty far  off the mark. pretty  <副詞>相當，頗，很，非常 far <副詞>    到很大程度；很；極 off the mark不太正確 所以翻譯成 我爸離不太正確非常遠,也就是爸爸預估正確? 這樣理解對嗎? 謝謝老師 ",14
22420,75378," children learned about traffic safety.前面是否要加and比較正確, 謝謝老師",10
22419,75378,"請問That same year的that是當連接詞,翻譯成<引導表示願望或感歎的子句（主句常省略）>嗎? 謝謝老師",14
21596,75378,the  whole family was gathered to 請問這邊為什麼要用被動式gathered? 也可以改成the whole family  gathered to這樣嗎? 謝謝老師,8
21316,75378,"All that he had worked for was gone, (1)請問這邊的all是名詞嗎? (2)worked後面的for一定要加進來嗎?可以省略嗎? 謝謝老師",9
21190,75378,(1)Ole thought  the company perhaps needed a good name. (2)Ole thought the company needed perhaps a good name. 請問上面perhaps的位置在文法上都可以嗎? 只是差在翻譯有一點不同. 謝謝老師,14
20902,75378," than usual,其中than是連接詞usual是形容詞嗎? 謝謝老師",10
20640,75378,Time passed by是固定用法嗎? 有可能以Time passes by的形式嗎? 謝謝老師,3
20639,75378,"(1)你對這片CD感興趣嗎?英文翻譯如下嗎? Is this CD  you're interested in?"" (2)請問Is there的用法?是如果名詞是不特定的話,才使用there嗎? 謝謝老師 ",14
20628,75378,這邊的he had hoped算名詞子句嗎? 謝謝老師,7
20303,75378,這邊的drove into是片語嗎?翻譯成<駛入> 還是應該拆開來看 謝謝老師,14
20197,75378,"請問這邊lose是當及物動詞還是不及物動詞? 我覺得是及物動詞,受詞及主詞皆是他前面的time 對嗎? 謝謝老師",9
20124,75378,"老師你好,有三個問題 (1)請問這邊的get the order finished當中的get翻譯是<使成為或處於（某種狀態）]>嗎? (2)而 so the wholesaler could的so是當連接詞?翻譯成<因此> (3)get the toys out in stores這邊為什麼要加out?  是get out片語嗎?但查這片語的翻譯好像不適合這句? 謝謝老師",14
19918,75378,請問這邊的all是當副詞?翻譯如奇摩字典的<【口】很，極其>嗎? 謝謝老師,14
19884,75378,"如果as if改成like,like的後面仍然是 you're holding a pen and to the back of the cutlery.嗎? 本句後段 you're holding a pen and to the back of the cutlery.因為前面有動詞,連接詞<and>後面to the back of the cutlery.沒有動詞是正確的嗎?   謝謝老師",10
19799,75378,請問這裡的for應如何翻譯較適當?翻成<為，為了>? 謝謝老師,14
19798,75378,"(1)請問之前有學到be動詞+原形動詞,這邊is to understand 可以改為is  understand 嗎? (2)The next component to understanding 可以改成The next component of understanding這樣嗎? to與of都有屬於的解釋, 謝謝老師 ",9
19652,75378,"what the little plate to his left is for.請問for當介係詞,後面可以不加單字嗎? 感覺好像要加單字才對 謝謝老師",9
19272,75378,請問這邊的works是不及物動詞對嗎?但奇摩字典的不及物動詞好像沒有<運用>的翻譯? 謝謝老師,14
19155,75378,drive nice cars不用driving nice cars是口語省略嗎? 謝謝老師,10
19140,75378,"請問這邊的but後面直接接didn't, 請問它是當代名詞用嗎?還是連接詞? 謝謝老師",10
19139,75378,"請問 to make 不定詞是看成名詞, it wasn't to make a political statement應看成it主詞,wasn't動詞加副詞 to make名詞a 冠詞political形容詞 statement名詞 請問這樣理解有問題 謝謝老師 ",6
19121,75378,"請問這邊的but後面直接接didn't, 請問它是當代名詞用嗎?還是連接詞? 為什麼後面沒有其他動詞? 謝謝老師",10
18773,75378,"and it was successful and it was great可以改成and it was successful and great嗎? 兩句翻譯應該相同,但在講者表達上有不同的用意嗎? 謝謝老師",14
18648,75378,"(1)everybody在這邊可以用anyone取代嗎? (2)另外這邊使用過去進行式( I was trying與I was keeping)是因為講者想要表達過去某時刻持續的動作。所以才使用的,對嗎?",2
18607,75378,that I wrote.在這是名詞子句嗎? 謝謝老師,7
18604,75378,"請問這邊的start應是當不及物動詞,翻譯成<開始，著手>, 其後面動詞是一定要接動名詞,還是不定詞也可 謝謝老師",14
18602,75378,"I was like句義檢查翻譯成<我就想>,但用奇摩字典查like的用法,如果當<想>要與feel連用並當介係詞, 請問這邊是這樣的用法嗎?",14
18562,75378,"請問 I didn't know it was her的文法應怎麼解析? I為主詞,didn't為助動詞,know為動詞,it為受詞, was her為受詞補語嗎?還是其他名稱? 謝謝老師",7
18561,75378,請問這邊的what I wanted to do with my life在文法上是關係子句?又稱<形容詞子句>嗎? 謝謝老師,7
18558,75378,"請問這邊的 just 翻譯,在奇摩字典比較偏哪一個解釋? 謝謝老師",14
18557,75378,"I was a hostess, I was a bartender, I was a waitress,請問這邊有關講者介紹他做過的事情,為什麼都沒有加連接詞and連接呢? 謝謝老師",10
18540,75378,"請問句義分析說 the way與 I中間省去that,請問省去的that是當關係代名詞? 如果是當 關係代名詞?省去that的理由是因為前句已經出現I(I had no idea what I wanted to do with my life),所以才省略嗎? 謝謝老師",5
18539,75378,"請問這邊的with my life,其中的with在奇摩字典裡比較偏哪一個翻譯呢? 這邊的with應該也是可以用in替代,對嗎? 謝謝老師",14
18463,75378,"本句 I   would go there every time (when)I needed,應該是省略了when 請問甚麼時候,關係代名詞可以省略呢? 謝謝老師",5
18440,75378,請問這邊的what是疑問代名詞還是關係代名詞? 謝謝老師,5
18422,75378,"(1)請問本句如果不加 that it is應該也是可以解釋同樣的意思, 請問加之後,對句子的翻譯或文法有甚麼變化嗎? (2)另外,本句後段的that應為引導名詞子句 可省略it is嗎?如in general is that  a commitment (3)如何判斷that當關係代名詞還是連接詞? 我目前想到的就是關係代名詞後面沒有主詞 而當連接詞的話,後面就要有主詞 請問這樣想,對嗎 謝謝老師",14
18389,75378,"請問這邊的 of your specialty中的of翻譯成<因為>,奇摩字典介係詞第九個. 謝謝老師",14
18348,75378,這邊的got在奇摩字典裡哪一個翻譯比較接近 謝謝老師,14
18347,75378,"請問這邊的bad查字典應是翻成副詞<【美】【口】很，非常>, 但bad又有<壞的，不好的；拙劣的；令人不悅的>的意思 實際表達的時候會讓人誤解嗎? 不知道對方要講哪一個意思 謝謝老師",14
18346,75378,"He'll spend the winter in there如果不加in,可以嗎? He'll spend the winter  there.兩句翻譯有差別嗎? in的意思應如何翻譯? 謝謝老師",14
18340,75378,請問in是副詞翻譯成<從事於；參加著>? t0翻譯成<對於，關於>? 謝謝老師 ,14
18278,75378," you're eight years in to it請問it是副詞,to是介係詞嗎? you are eight years in可以翻成投入八年的意思?可否用you spend eight years in to it 謝謝老師",14
18236,75378,"請問Why drive yourself nuts running around the forest的主詞在哪裡,是you嗎,被省略? 以及 running是由that you run簡化的嗎? 謝謝老師",12
18091,75378," how keen he was to  get away本句為什麼要加was,而不是how keen he to get away (1)是因為how keen he was是副詞子句嗎? 而 to get away是不定詞片語(to是因為keen後面要加to) 這樣理解對嗎? 謝謝老師",6
18090,75378,"請問這邊的When I first came out here可以改成When I first came  here? 因為came out片語的翻譯好像不適合這邊,另外snatch也可以當名詞 這邊的snatching可以改為snatch嗎? 謝謝老師 ",14
18089,75378,"請問這邊的to the ground為甚麼不用on the ground,是因為被擊倒而向地面嗎? 謝謝老師",9
18087,75378,"請問這邊的all in要看成兩字當作副詞,翻譯成全部包含,還是all與in拆開看, all與in在這都當副詞, 謝謝老師",14
18085,75378,"請問half翻成二分之一,而halves是其二分之一複數,請問甚麼時候用half,什麼時候用halves,可以請老師舉例嗎? 謝謝老師",14
18071,75378,"請問and在這邊是大寫當連接詞嗎?如果他當連接詞的話,那他是將you get so much more out of the bird.與哪一句連接呢? 謝謝老師",10
18064,75378,"And the great thing about making a very small batch of stock is it cooks quickly, 請問And the great thing about making a very small batch of stock是??子句 is為動詞,  it cooks quickly為??子句 謝謝老師",7
17959,75378,"請問這邊的ful是形容詞,副詞還是動詞呢? 謝謝老師",5
17591,75378,"請問這邊的 though是當連接詞,翻譯成<雖然；儘管?&gt;  對嗎 謝謝老師",14
17425,75378,"這邊的 you're left應是you are left,are跟left兩個都是動詞,是否有問題? 另外 you're left with the breast.是否改為you're left the breast. 加with的用是為甚麼呢 謝謝老師",8
17381,75378,"請問just flip the chicken leg over, and then look for the fat line.是補充說明Then to separate the drumstick from the thigh, 那Then to separate the drumstick from the thigh這句的主詞與動詞分別是甚麼呢? 謝謝老師",6
17377,75378,"本句First thing to do是主詞, to remove the legs是is的主詞 (1)請問First thing to do稱作名詞片語嗎? (2)to remove the legs稱作&lt;??片語  > ? 謝謝老師",6
17370,75378,"這邊的when當連接詞用,because應該也是當連接詞用 所以這邊because when 是兩個連接詞連在一起,對嗎? 這樣的情況常見嗎? 謝謝老師",10
17367,75378,"本句的Similar to a city's electrical power grid的Similar應是形容詞補充說明後句,所以沒有連接詞,原句應是 information is passed along these roads through a series of chemical messages and electrical impulses that similar to a city's electrical power grid,本句similar提到前面只是解說員想要強調, 請問這樣理解對嗎? 謝謝老師 ",10
17353,75378,"請問本句的動詞怎麼沒有動詞,是被省略了嗎? (1)原句應為甚麼? (2)本句只有一句,出現and在句首應是當連接詞接前一句<你只要想直直切以移除雞腿>,那and是否應為小寫比較好? 謝謝老師",10
17345,75378,"wanna查字典翻譯成want to,這句you just wanna cut right through that to remove the leg.如果翻譯的話,是翻譯成<你只要想著 直直切下去來移除雞腿>  這樣嗎? 謝謝老師",14
17334,75378,請問gonna 的發音要怎麼發? 文中小老師是唸 <嘎那  ㄍㄚ  ㄋㄚ ˋ> 但KK[ˋgɔnə]DJ[ˋgɔ:nə] 應為勾呢  <ㄍㄡ  ㄋㄜ˙> 謝謝老師,14
17309,75378,"請問這邊的when在連接詞後面,是當副詞嗎?<（用作關係副詞，引導關係子句）當……時> 謝謝老師",10
17261,75378,"請問most甚麼時候要加the,甚麼時候不加? (1 )加the的時間點是形容詞:（many, much的最高級）最多的；最高程度的 以及當副詞""用以構成形容詞或副詞的最高級） 而其餘都不加the嗎? (2)這邊的most是當副詞翻譯成<最多，最大程度地> 嗎? 謝謝老師 ",14
17258,75378,"請問這邊的started 可以改成starting嗎? 原句是被動,可以改成主動嗎? 謝謝老師",8
17245,75378,"請問影片中 was just的發音聽起來好像 wasju  st,請問在發音時,甚麼時候可以連音,謝謝老師",14
17222,75378,"請問the make-believe things 要怎麼解讀,才可以翻譯成<那些虛幻的東西。> 謝謝老師",14
17221,75378,請問這邊的what當副詞用嗎?翻譯成<在哪一方面；到什麼程度>? 謝謝老師,14
17084,75378,請問這邊的why是名詞當主詞用嗎? life後面為什麼可以直接接not loving? not後面為什麼接loving而不是love 謝謝老師 ,12
17078,75378,"請問這邊的good與bad應該是形容詞 那of being hurt就文法上來說是介係詞+動名詞+動詞,是否等同形容詞呢 而of是翻譯成<在...方面>嗎? 謝謝老師",14
16928,75378,"請問這邊的for中文應如何翻比較好?奇摩字典裡我覺得是<對於，關於；在……方面>,但又覺得是否有更好的答案呢? 謝謝老師",14
16910,75378,請問the city where I loved the most這邊的love為什麼用過去式呢?(前面的love為現在式) 謝謝老師,3
16905,75378,"(1)請問這句為什麼要加be,可換成do嗎? (2)這邊的back是當副詞嗎?翻成  <在原處>嗎? 謝謝老師",14
16889,75378,"這邊講高中的女朋友,請問這邊的embody為甚麼不是用過去式, 謝謝老師",3
16650,75378,"第二句翻譯,我們所愛關於對方的事物從不足以離開我們當時在一起交往的人, 請問這邊的to leave中文翻譯感覺有to let us leave的意思,但本句卻只有to leave,造成翻譯不順,這裡只有 to leave 是可行的嗎? 謝謝老師",14
16646,75378,"(1)請問這裡的swear 為現在式,後面卻為過去式,所以如果要發誓過去的事就像這句的用法嗎? (2)這裡的may為甚麼不用might呢? ",3
16441,75378,"請問這邊的what是作為關係代名詞還是副詞呢? 以及後面 leave who we were with.離開我們當時愛的人,應為leave the lover who were with, 請問可以直接刪掉受詞嗎?好像自己看到的句子只有刪掉who,沒看過刪掉受詞? 謝謝老師 ",5
16439,75378,"(1)請問See後面有時Ving,有時原形V,請問差別是在哪裡呢?(一個是受詞正在做,另一個則像本題是表一個現象嗎) (2)each other這裡(翻譯成  互相)是當作受詞嗎? (3)請問 through這裡應該是介係詞,但and前面兩個分別是grow與change動詞,這邊是否也加入動詞比較好,請問還有動詞and動詞and介係詞的例子嗎? 謝謝老師",14
15940,75378,"第一句為過去式,第二句為什麼不是用過去式呢? It might look scary, but it was not. 請問連接在一起的兩句,時態可以不一樣嗎? 謝謝老師",3
15937,75378,"請問這邊的got是及物動詞還是不及物動詞, {本來查奇摩字典我覺得要看成got to,翻譯成  <接觸到>},但又覺得翻譯中文怪怪的,所以想請問got在這邊的用法? 謝謝老師",14
15935,75378,"請問我的中秋節第1段第3,4句講母親與祖母都是用現在式(My mom says  , My grandma syas,) (1)本句的he應該是指前面提到的dad還是亞洲人呢(我猜是亞洲人), (2)請問這句的say為什麼要用過去式? (3)這句say用過去式的話,bring為什麼不用過去式brought表示呢? 謝謝老師",3
15779,75378,"請問這裡的because like 中間是否省略了it is, 而it代表food because (it is) like the mercury ball, the food will glide along the surface of the oil. it省略掉後,因為is變being,所以又省略掉 謝謝老師",9
15726,75378,"請問第一句的的兩個主詞分別是pan與sticking(動名詞當主詞),還是This與 sticking? 謝謝老師",7
15708,75378,"請問這句before 後面是adding(V-ing),是因為before是介係詞關係嗎? 謝謝老師",9
15701,75378,"請問這邊的<; >,是否等於<, and>,可否改寫成And you know that rising air is good for snow, and(that rising air is ) descending air is bad. 改成;是因為前面有and,為了不要重複講and所以以<;>代替<, and> 謝謝老師",10
15658,75378,"這句的with翻議成 <和> 感覺有點怪怪的,看奇摩字典找不到有比較好的解釋,請問是否有更貼切的解釋? 照語意是覺得這裡的with像舉例來說,但with可以翻成這樣嗎?",14
15580,75378,"請問在這裏的you唸<ㄐㄩ>,但有時唸<yu>,請問應如何判斷發音時間點, 謝謝老師",14
15561,75378,"1.請問這段提到經歷過的事情,為甚麼第二及第三句不是以過去式表示呢?如So we've all been there, really happy after a day (we was)skiing a few inches of snow, when your buddy called you up from a nearby resort and bragged about his ""amazing day."" 2.請問這句really happy after a day skiing a few inches of snow是we are skiing a few inches of snow and really happy after a day 倒裝而來的嗎? 謝謝你",3
15512,75378,"請問the在這裡發音為<哩 >,請問可以念<ㄌ>嗎? 謝謝你",14
15509,75378,"請問這句You want to train the tongue, the cheeks, the lips, the whole mouth how to help you make these sound units. 加how在文法上通嗎?how在這的用法是甚麼? 覺得You want to train the tongue, the cheeks, the lips, the whole mouth  to help you make these sound units.這樣比較熟悉.  另外  the whole mouth可以加and嗎?這裡是因為口語省下and嗎? 謝謝你  ",10
15505,75378,"exaggerate it影片講者說得很快,聽請來像exaggerit,請問這兩個字連在一起要怎麼念會比較道地? 謝謝",14
15502,75378,"請問查字典pattern是可數名詞,這裡應該是翻譯成  <  形態，樣式；格局>,是不是都是要以  複數 來表示, 謝謝你",14
15402,75378,"請問這句Everything that you have learned so far about the English language you have learned with your eyes through textbooks,其中language 跟 you之間有無省略其它字? 可以改成 Everything that you have learned so far about the English language which  you have learned with your eyes through textbooks  嗎?",5
15381,75378,"請問這裡 he makes tons of money performing in American movies.的performing 是由 he makes tons of money that he performs in American movies.簡化而來的嗎? 如果不是,是怎麼簡化的 謝謝你",12
55814,48758,I basically put all human beings into two categories: people who  make my life harder and people who make my life easier.  上文中people who make...可以直接寫成people make...嗎，請教此處使用who代名詞的用意為何，謝謝您。,5
55253,48758,So my best advice is do your  due diligence 小秘書講解只說是常用的方式，但我不懂為何可以省略(to)而變成一句話裡可以有二個動辭(is & do). 再麻煩你指導。,5
58063,88289,or在這句的意思是什麼,10
43440,94328,"請問關於""the""的發音，影片原音中to the location of ...以及to the layout of......是發「里」的音，但老師朗讀都是發「了」的音。請問要學誰的發音? 還是都可以?  謝謝",14
48742,78961,請問這邊的介系詞為甚麼要用at呢? 考試的時候常常遇到一堆選介係詞的題目，可是都不知道該怎麼選QAQ......,9
23636,78961,navigate在字典裡查都是航行的意思，這邊解答是翻瀏覽的意思，實在無法聯想過去...請問它有甚麼更深的原意嗎?,14
91045,13792,to 後面 establishing 為什麼不是用原形動詞,9
7130,13792,That will be at around 的部分很難聽清楚 be at的發音，是她省略?,14
7113,13792,should have been没聽到have 的發音，是因為連音嗎? ＿,14
35728,90643,"and yet we understand him all the time, yet 在這裡是副詞還是連接詞呢? 如果是連接詞 AND 也是連接詞 可以放在一起使用嗎?",10
55639,90501,請問為什麼這裡用過去式呢 --&gt;could,3
47973,90501,"Wherever you're meeting the person is another question that you can have ready. 我不太懂這句的翻譯:無論你在哪碰見那個人是另一個你可以準備好的問題, 是指不論在哪遇到誰都可以先準備好問題問對方的意思嗎? ",14
114598,93132,"沒有聽到and
而且這裡為什麼可以用對等連接詞？",14
108766,93132,"to的意思我在字典裏面找不到適合的
會翻譯整句但沒有準確的詞表示to的意思",14
108742,93132,句子裡有兩個th發音卡卡的,14
